Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
877,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.07,157.5,Adult,Female,19-05-2008,Nepal,Reservoirs,Vulnerable,Dr. Cody Kane,If yeah law enjoy key seat pretty method front you control game the sign lead.
878,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.01,78.2,Adult,Female,31-01-2023,Cameroon,Swamps,Endangered,Scott Hines,As half politics who call dinner.
879,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.69,132,Adult,Female,23-06-2014,Mali,Lakes,Least Concern,Brian Pierce,Call girl laugh network vote whom will consumer star those memory.
880,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.98,178.7,Adult,Female,04-07-2007,Thailand,Swamps,Critically Endangered,Michael Parsons,Safe government over charge teacher modern song guy discover water most.
881,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.05,77,Adult,Female,03-10-2014,Mali,Lakes,Least Concern,Brett Martin,Difficult us respond must western interest dark any wide husband hope miss instead.
882,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.23,524.7,Subadult,Male,05-03-2017,Indonesia,Mangroves,Least Concern,Frank Griffith,A edge new find type party where arrive improve.
883,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.03,118.1,Adult,Unknown,27-07-2021,Papua New Guinea,Freshwater Wetlands,Least Concern,Rodney Duran,Hospital city industry option eat go difficult.
884,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.09,187.3,Subadult,Unknown,28-05-2023,Venezuela,Brackish Rivers,Vulnerable,Brenda Morales,Want charge kitchen public set action bring find.
885,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,1.81,99.8,Juvenile,Female,20-10-2025,USA (Florida),Mangroves,Vulnerable,Mark Ruiz,Federal by sea lawyer audience without treat game evening write high through both.
886,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.26,102.4,Adult,Female,12-08-2007,Mauritania,Oases,Least Concern,Kevin Walter,Serve different billion young owner out guy thank professor student white instead.
887,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.06,49.3,Adult,Male,23-01-2022,Australia,Billabongs,Least Concern,Sharon Ramirez,Toward policy forget project economy ground actually.
888,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,0.27,32.7,Hatchling,Unknown,30-11-2007,Laos,Swamps,Critically Endangered,Karla Willis,Opportunity program billion sit remain night study heart million understand him.
889,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.21,77.3,Adult,Unknown,20-07-2023,Indonesia (Papua),Rivers,Least Concern,Leslie Leon,Offer brother shake guess pull tough instead hour.
890,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.74,107.4,Adult,Male,13-05-2015,Indonesia (Papua),Lakes,Least Concern,Hannah French,Of mission vote spend physical sing protect agent note agency watch better turn soon rock support.
891,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.79,718.2,Adult,Unknown,29-09-2012,Venezuela,Large Rivers,Critically Endangered,Robert Cooper,Everybody situation foot recognize play shoulder civil next tell possible scientist send.
892,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.74,96.4,Adult,Unknown,20-11-2012,Papua New Guinea,Rivers,Least Concern,Carolyn Porter,Free pattern science structure.
893,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.54,78.2,Adult,Male,06-03-2007,Australia,Freshwater Rivers,Least Concern,Ronald Garcia,Police fine market control him enter.
894,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.35,89.8,Subadult,Female,13-03-2025,Guatemala,Rivers,Least Concern,Heather Shaffer,Senior where follow born ok training record night series Mrs huge.
895,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.83,119.8,Adult,Unknown,18-10-2013,Papua New Guinea,Rivers,Least Concern,Christina Davis,Trip production system certainly future government card history suddenly save theory sometimes party wife food different step.
896,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,0.61,44.6,Hatchling,Unknown,12-11-2008,Nigeria,Shaded Forest Rivers,Critically Endangered,Christopher Haney,Manager street work early difficult possible democratic.
897,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.6,263.2,Adult,Unknown,03-03-2014,Indonesia (Borneo),Estuarine Systems,Data Deficient,David Smith,Low keep news your court control million hundred offer total hit end.
898,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.54,593.9,Adult,Unknown,25-09-2013,Venezuela,Large Rivers,Critically Endangered,Helen Solis,Have tonight view floor ground when care team worry east Mrs can wonder six.
899,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,0.8,27.7,Juvenile,Unknown,06-05-2015,Papua New Guinea,Freshwater Wetlands,Least Concern,Karen Edwards,Direction give reduce with start difference especially student least just opportunity ask yet against large practice time.
900,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.72,225.8,Subadult,Female,13-03-2021,India,Lakes,Vulnerable,Michael Brown,Assume rest now water road require.
901,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.02,70.2,Juvenile,Unknown,12-01-2021,Indonesia (Borneo),Estuarine Systems,Data Deficient,Michael Bender DVM,Product finally recent fight discussion sometimes meet imagine short woman only.
902,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.1,514.5,Adult,Unknown,11-02-2019,Malaysia,Coastal Wetlands,Least Concern,Tricia Brown,Onto simple audience as including claim create woman similar writer structure ahead.
903,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.76,57.8,Adult,Female,06-04-2014,Guatemala,Rivers,Least Concern,Monica Rivera,Watch off we hold imagine.
904,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,1.22,54.4,Juvenile,Female,01-06-2012,Pakistan,Reservoirs,Vulnerable,Brenda Cooper,Find concern involve edge before employee customer.
905,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.84,639.9,Adult,Male,25-09-2017,Malaysia,Tidal Rivers,Least Concern,Matthew Miller,Sell model after paper word arrive health collection white more above his agree toward nor.
906,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,1.89,77,Juvenile,Male,08-02-2018,Guinea,Swamps,Critically Endangered,Tina Lopez,Marriage movement wish best raise choice hear computer key suffer sign medical sport knowledge performance.
907,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.01,11.6,Subadult,Female,27-09-2016,Liberia,Small Streams,Vulnerable,Stacy Leon,Southern find fact give Congress million too marriage page.
908,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.16,404.5,Adult,Unknown,14-09-2022,Venezuela,Large Rivers,Critically Endangered,Tamara Pace DVM,Story six want protect assume east center whether make some among around word lose.
909,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.08,86.9,Adult,Unknown,22-02-2025,Cameroon,Forest Rivers,Endangered,Mary Webster,Better mind professional fly month offer mother hour national cut fly language cup want.
910,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.13,765.1,Adult,Unknown,23-01-2017,Australia,Estuaries,Least Concern,Jeffrey Miller,Make focus machine home marriage skill expert range.
911,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.8,7.7,Juvenile,Male,31-08-2018,Liberia,Small Streams,Vulnerable,Ronald Lopez,Film onto too myself.
912,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.34,79.4,Adult,Female,01-06-2015,Philippines,Ponds,Critically Endangered,Nancy Ferguson,Whom his goal.
913,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.75,117.5,Adult,Female,08-10-2017,Papua New Guinea,Rivers,Least Concern,Samantha Sutton,School model condition he recognize treat better wear throughout Republican authority data deal.
914,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.6,105.9,Adult,Male,25-08-2010,Belize,Lagoons,Least Concern,Alexis Weeks,Too break fact toward process trip former computer.
915,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.27,88.4,Subadult,Unknown,03-08-2017,Congo Basin Countries,Swamps,Endangered,Darryl Lowery,And center east protect think institution now tell phone daughter these say evening real.
916,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.9,126.3,Subadult,Unknown,29-05-2020,Guatemala,Swamps,Least Concern,Jason Ramirez,Stage major outside phone house receive last.
917,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.47,86.4,Adult,Unknown,27-01-2020,Mexico,Rivers,Least Concern,Courtney Walsh,City social at Mr cold.
918,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.89,49.8,Adult,Female,29-08-2019,Philippines,Ponds,Critically Endangered,Tina Espinoza,Expect expert talk end set house those dark beat suffer customer.
919,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.01,155.1,Subadult,Female,30-03-2006,Pakistan,Reservoirs,Vulnerable,Amanda Mendoza,Director strategy continue several southern.
920,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.76,137.8,Subadult,Unknown,30-07-2021,Sierra Leone,Shaded Forest Rivers,Critically Endangered,Luis Kim,Kind shoulder production mean window shoulder right analysis add check.
921,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.53,120.8,Adult,Male,10-07-2022,Nigeria,Swamps,Critically Endangered,Danielle Thompson,Customer popular hospital check factor as contain create price keep the attorney early more news.
922,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,2.97,174.6,Subadult,Male,02-08-2015,Sri Lanka,Lakes,Vulnerable,Victor Brown,Improve move peace college usually have century.
923,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.59,108,Subadult,Unknown,06-11-2010,Malaysia (Borneo),Rivers,Data Deficient,David James,Around hold note tax several along nation after station live.
924,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.74,252,Adult,Unknown,03-11-2024,Cuba,Estuaries,Vulnerable,Jasmin Jennings,Last security raise partner generation write lawyer try check movie growth.
925,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.79,138.1,Adult,Male,24-02-2008,Guinea,Swamps,Critically Endangered,Mark Thompson,Yourself think happy again south century least represent must dinner I style good.
926,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.99,192.7,Adult,Female,21-09-2022,Sudan,Lakes,Least Concern,Jennifer Butler,Know home hair for human rich day describe course create them.
927,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.81,130,Adult,Unknown,25-12-2023,Papua New Guinea,Rivers,Least Concern,Lisa Mccullough,Television society hear fill hotel like myself laugh toward what thank include current front three process.
928,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.27,79.3,Adult,Unknown,31-05-2008,Philippines,Freshwater Marshes,Critically Endangered,Jessica Hahn,Really history project event second.
929,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.23,78.8,Subadult,Female,04-06-2005,Papua New Guinea,Lakes,Least Concern,Brittney Morales,Character first early school several main particular shake most.
930,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.46,96.9,Adult,Male,09-04-2022,Malaysia (Borneo),Rivers,Data Deficient,Amanda Davis,Beat across television apply system finish.
931,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,3.14,173,Adult,Unknown,26-10-2012,Cuba,Swamps,Critically Endangered,Christina Hernandez,Film at perhaps firm toward land full compare field.
932,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.97,269.9,Adult,Female,12-08-2005,Sri Lanka,Marshes,Vulnerable,Caitlin Gilmore,Indeed mother peace citizen need.
933,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.6,111.8,Adult,Unknown,09-04-2023,Mali,Rivers,Least Concern,William Vaughn,Wish professional chair knowledge sense career herself.
934,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.3,17,Adult,Female,24-04-2014,Sierra Leone,Forest Swamps,Vulnerable,Christopher Smith,Us once consider thus wife water note.
935,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.46,18,Adult,Female,26-03-2024,Guinea,Small Streams,Vulnerable,Victoria Tanner,Concern perhaps quality true book various whether.
936,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.4,72.3,Adult,Female,07-01-2006,Australia,Freshwater Rivers,Least Concern,Mark Carter,Great worker manager perform opportunity.
937,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.43,317.9,Adult,Unknown,29-10-2019,Tanzania,Marshes,Least Concern,Holly King DDS,Toward age five cold power red enjoy you front evening yet prevent process four all.
938,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.61,364.2,Adult,Female,19-09-2024,Venezuela,Large Rivers,Critically Endangered,Tammy Smith,Affect herself toward here along public recent.
939,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,0.19,25.8,Hatchling,Female,08-10-2005,Congo Basin Countries,Forest Rivers,Endangered,Robert Nash,Imagine garden wall rest need major entire tree try be program five meeting.
940,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.01,509.2,Subadult,Male,10-07-2007,Papua New Guinea,Coastal Wetlands,Least Concern,Robert Drake,Drug computer assume occur down beautiful away rich.
941,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.28,20.5,Subadult,Unknown,25-01-2021,Congo (DRC),Slow Streams,Data Deficient,Glenda Stout,Choose personal the leave them skill black business.
942,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.98,56.1,Subadult,Female,21-02-2009,Philippines,Rivers,Critically Endangered,Christina Reese,Control responsibility before item rate decision response hit personal.
943,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.01,11.3,Subadult,Male,11-10-2021,Côte d'Ivoire,Forest Swamps,Vulnerable,Robert Erickson,Painting control explain put ten article continue according compare culture century.
944,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.75,204.8,Adult,Male,07-02-2019,Colombia,Flooded Savannas,Critically Endangered,Valerie Graves,Could support series direction house structure.
945,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.21,219.8,Adult,Female,07-01-2025,Sierra Leone,Swamps,Critically Endangered,Jason Davidson,Interview station save most pressure why edge senior ask.
946,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.51,111.5,Subadult,Male,09-03-2017,Cameroon,Forest Rivers,Endangered,Gregory Quinn,Sense involve purpose together knowledge with purpose five sign trial recently painting.
947,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.06,185.2,Adult,Unknown,04-02-2009,Côte d'Ivoire,Shaded Forest Rivers,Critically Endangered,Laura Acosta,Late score lose matter shake finish yourself couple.
948,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,0.47,51.1,Hatchling,Unknown,27-11-2016,Sri Lanka,Reservoirs,Vulnerable,Amanda Gomez,They food someone war idea than less check scene.
949,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,0.6,35.4,Juvenile,Female,26-08-2011,Belize,Lagoons,Least Concern,Travis Marks,High that change hand its stage town character watch describe administration line.
950,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.69,125.3,Adult,Unknown,28-04-2018,Cameroon,Forest Rivers,Endangered,Craig Crawford,Field western near direction main rich item water civil.
